2023-11-10T17:04:37,-25.900000
2023-11-10T17:05:38,-26.200001
2023-11-10T17:06:38,-26.400000
2023-11-10T17:07:39,-26.600000
2023-11-10T17:08:39,-26.600000
2023-11-10T17:09:39,-26.500000
2023-11-10T17:10:40,-26.200001
2023-11-10T17:11:40,-25.700001
2023-11-10T17:12:40,-25.299999
2023-11-10T17:13:41,-24.799999
2023-11-10T17:14:41,-24.200001
2023-11-10T17:15:42,-23.799999
2023-11-10T17:16:42,-23.400000
2023-11-10T17:17:42,-22.900000
2023-11-10T17:18:43,-22.799999
2023-11-10T17:19:43,-23.000000
2023-11-10T17:20:44,-23.400000
2023-11-10T17:21:44,-23.700001
2023-11-10T17:22:44,-24.100000
2023-11-10T17:23:45,-24.500000
2023-11-10T17:24:45,-24.799999
2023-11-10T17:25:46,-25.100000
2023-11-10T17:26:46,-25.400000
2023-11-10T17:27:46,-25.700001
2023-11-10T17:28:47,-25.900000
2023-11-10T17:29:47,-26.200001
2023-11-10T17:30:47,-26.400000
2023-11-10T17:31:48,-26.600000
2023-11-10T17:32:48,-26.600000
2023-11-10T17:33:49,-26.400000
2023-11-10T17:34:49,-26.000000
2023-11-10T17:35:49,-25.500000
2023-11-10T17:36:50,-25.000000
2023-11-10T17:37:50,-24.500000
2023-11-10T17:38:51,-24.100000
2023-11-10T17:39:51,-23.600000
2023-11-10T17:40:51,-23.200001
2023-11-10T17:41:52,-22.900000
2023-11-10T17:42:52,-22.900000
2023-11-10T17:43:52,-23.100000
2023-11-10T17:44:53,-23.400000
2023-11-10T17:45:53,-23.900000
2023-11-10T17:46:54,-24.200001
2023-11-10T17:47:54,-24.600000
2023-11-10T17:48:54,-24.900000
2023-11-10T17:49:55,-25.200001
2023-11-10T17:50:55,-25.500000
2023-11-10T17:51:56,-25.799999
2023-11-10T17:52:56,-26.100000
2023-11-10T17:53:56,-26.200001
2023-11-10T17:54:57,-26.500000
2023-11-10T17:55:57,-26.600000
2023-11-10T17:56:57,-26.400000
2023-11-10T17:57:58,-26.100000
2023-11-10T17:58:58,-25.600000
2023-11-10T17:59:59,-25.200001
2023-11-10T18:00:59,-24.700001
2023-11-10T18:01:59,-24.200001
2023-11-10T18:03:00,-23.799999
2023-11-10T18:04:00,-23.299999
2023-11-10T18:05:01,-22.900000
2023-11-10T18:06:01,-22.900000
2023-11-10T18:07:01,-23.100000
2023-11-10T18:08:02,-23.500000
2023-11-10T18:09:02,-23.900000
2023-11-10T18:10:02,-24.200001
2023-11-10T18:11:03,-24.600000
2023-11-10T18:12:03,-24.900000
